date,Total
1/29/2022 0:00,13027
2/5/2022 0:00,10952
2/12/2022 0:00,10734
2/19/2022 0:00,9847
2/26/2022 0:00,9607
3/5/2022 0:00,8594
3/12/2022 0:00,9429
3/19/2022 0:00,9902
3/26/2022 0:00,10316
4/2/2022 0:00,9943
4/9/2022 0:00,11538
4/16/2022 0:00,11061
4/23/2022 0:00,12031
4/30/2022 0:00,13672
5/7/2022 0:00,13958
5/14/2022 0:00,14791
5/21/2022 0:00,14295
5/28/2022 0:00,13063
6/4/2022 0:00,11137
6/11/2022 0:00,10526
6/18/2022 0:00,9355
6/25/2022 0:00,8465
7/2/2022 0:00,7925
7/9/2022 0:00,8941
7/16/2022 0:00,8571
7/23/2022 0:00,8792
7/30/2022 0:00,8746
8/6/2022 0:00,8365
8/13/2022 0:00,7294
8/20/2022 0:00,8203
8/27/2022 0:00,8736
9/3/2022 0:00,9576
9/10/2022 0:00,9840
9/17/2022 0:00,10044
9/24/2022 0:00,11907
10/1/2022 0:00,10752
10/8/2022 0:00,11816
10/15/2022 0:00,13534
10/22/2022 0:00,15477
10/29/2022 0:00,18894
11/5/2022 0:00,22151
11/12/2022 0:00,23742
11/19/2022 0:00,27378
11/26/2022 0:00,29147
12/3/2022 0:00,37754
12/10/2022 0:00,36518
12/17/2022 0:00,37473
12/24/2022 0:00,29763
12/31/2022 0:00,26085
1/7/2023 0:00,23204
1/14/2023 0:00,20718
1/21/2023 0:00,19091
1/28/2023 0:00,18209
2/4/2023 0:00,17356
2/11/2023 0:00,17668
2/18/2023 0:00,15992
2/25/2023 0:00,15776
3/4/2023 0:00,15319
3/11/2023 0:00,15007
3/18/2023 0:00,13617
3/25/2023 0:00,13992
4/1/2023 0:00,13796
4/8/2023 0:00,13025
4/15/2023 0:00,11529
4/22/2023 0:00,10231
4/29/2023 0:00,10128
5/6/2023 0:00,9679
5/13/2023 0:00,8960
5/20/2023 0:00,8545
5/27/2023 0:00,7941
6/3/2023 0:00,7420
6/10/2023 0:00,6851
6/17/2023 0:00,6258
6/24/2023 0:00,5968
7/1/2023 0:00,5565
7/8/2023 0:00,5435
7/15/2023 0:00,5379
7/22/2023 0:00,5678
7/29/2023 0:00,5690
8/5/2023 0:00,6128
8/12/2023 0:00,6530
8/19/2023 0:00,7286
8/26/2023 0:00,8558
9/2/2023 0:00,9699
9/9/2023 0:00,11406
9/16/2023 0:00,13568
9/23/2023 0:00,15324
9/30/2023 0:00,14674
10/7/2023 0:00,14282
10/14/2023 0:00,15082
10/21/2023 0:00,16380
10/28/2023 0:00,16828
11/4/2023 0:00,16503
11/11/2023 0:00,18822
11/18/2023 0:00,21419
11/25/2023 0:00,20709
12/2/2023 0:00,26328
12/9/2023 0:00,27948
12/16/2023 0:00,31970
12/23/2023 0:00,34460
12/30/2023 0:00,35512
1/6/2024 0:00,33481
1/13/2024 0:00,30630
1/20/2024 0:00,25349
1/27/2024 0:00,24250
2/3/2024 0:00,27947
2/10/2024 0:00,30473
2/17/2024 0:00,29126
2/24/2024 0:00,29245
3/2/2024 0:00,28413
3/9/2024 0:00,27164
3/16/2024 0:00,24400
3/23/2024 0:00,22593
3/30/2024 0:00,21193
4/6/2024 0:00,20371
4/13/2024 0:00,18828
4/20/2024 0:00,16979
4/27/2024 0:00,15967
5/4/2024 0:00,14973
5/11/2024 0:00,13927
5/18/2024 0:00,13227
5/25/2024 0:00,12635
6/1/2024 0:00,11534
6/8/2024 0:00,11039
6/15/2024 0:00,10464
6/22/2024 0:00,9555
6/29/2024 0:00,9461
7/6/2024 0:00,9118
7/13/2024 0:00,10394
7/20/2024 0:00,10887
7/27/2024 0:00,11579
8/3/2024 0:00,11505
8/10/2024 0:00,11998
