date,Total
04/22/2023 0:00,4321.0
04/29/2023 0:00,3903.0
05/06/2023 0:00,4059.0
05/13/2023 0:00,3734.0
05/20/2023 0:00,3861.0
05/27/2023 0:00,3562.0
06/03/2023 0:00,3543.0
06/10/2023 0:00,2710.0
06/17/2023 0:00,2836.0
06/24/2023 0:00,2667.0
07/01/2023 0:00,2642.0
07/08/2023 0:00,2519.0
07/15/2023 0:00,2626.0
07/22/2023 0:00,2715.0
07/29/2023 0:00,2640.0
08/05/2023 0:00,2825.0
08/12/2023 0:00,2840.0
08/19/2023 0:00,2923.0
08/26/2023 0:00,3049.0
09/02/2023 0:00,3318.0
09/09/2023 0:00,3604.0
09/16/2023 0:00,4286.0
09/23/2023 0:00,4966.0
09/30/2023 0:00,5614.0
10/07/2023 0:00,5790.0
10/14/2023 0:00,5878.0
10/21/2023 0:00,5851.0
10/28/2023 0:00,5807.0
11/04/2023 0:00,5909.0
11/11/2023 0:00,6271.0
11/18/2023 0:00,7708.0
11/25/2023 0:00,7852.0
12/02/2023 0:00,9188.0
12/09/2023 0:00,9351.0
12/16/2023 0:00,9502.0
12/23/2023 0:00,10392.0
12/30/2023 0:00,10005.0
01/06/2024 0:00,11349.0
01/13/2024 0:00,10150.0
01/20/2024 0:00,9109.0
01/27/2024 0:00,8567.0
02/03/2024 0:00,8239.0
02/10/2024 0:00,8032.0
02/17/2024 0:00,7855.0
02/24/2024 0:00,8030.0
03/02/2024 0:00,7782.0
03/09/2024 0:00,7312.0
03/16/2024 0:00,7586.0
03/23/2024 0:00,7285.0
03/30/2024 0:00,6781.0
04/06/2024 0:00,6394.0
04/13/2024 0:00,5747.0
04/20/2024 0:00,5818.0
04/27/2024 0:00,5780.0
05/04/2024 0:00,5570.0
05/11/2024 0:00,5257.0
05/18/2024 0:00,5437.0
05/25/2024 0:00,5683.0
06/01/2024 0:00,4879.0
06/08/2024 0:00,4783.0
06/15/2024 0:00,4888.0
06/22/2024 0:00,4374.0
06/29/2024 0:00,3873.0
07/06/2024 0:00,3508.0
07/13/2024 0:00,3809.0
07/20/2024 0:00,3590.0
07/27/2024 0:00,3714.0
08/03/2024 0:00,3805.0
08/10/2024 0:00,3391.0
