date,Total
11/05/2022 0:00,26532.0
11/12/2022 0:00,28903.0
11/19/2022 0:00,29006.0
11/26/2022 0:00,27416.0
12/03/2022 0:00,30076.0
12/10/2022 0:00,28100.0
12/17/2022 0:00,26705.0
12/24/2022 0:00,22977.0
12/31/2022 0:00,22262.0
01/07/2023 0:00,21058.0
01/14/2023 0:00,19490.0
01/21/2023 0:00,18162.0
01/28/2023 0:00,18633.0
02/04/2023 0:00,18906.0
02/11/2023 0:00,19556.0
02/18/2023 0:00,19592.0
02/25/2023 0:00,18806.0
03/04/2023 0:00,18739.0
03/11/2023 0:00,18878.0
03/18/2023 0:00,19332.0
03/25/2023 0:00,19543.0
04/01/2023 0:00,18628.0
04/08/2023 0:00,18217.0
04/15/2023 0:00,18073.0
04/22/2023 0:00,16801.0
04/29/2023 0:00,16999.0
05/06/2023 0:00,16391.0
05/13/2023 0:00,16434.0
05/20/2023 0:00,16834.0
05/27/2023 0:00,15169.0
06/03/2023 0:00,14981.0
06/10/2023 0:00,14492.0
06/17/2023 0:00,11915.0
06/24/2023 0:00,12243.0
07/01/2023 0:00,11449.0
07/08/2023 0:00,11508.0
07/15/2023 0:00,11666.0
07/22/2023 0:00,11757.0
07/29/2023 0:00,12213.0
08/05/2023 0:00,12624.0
08/12/2023 0:00,12369.0
08/19/2023 0:00,13832.0
08/26/2023 0:00,15304.0
09/02/2023 0:00,16316.0
09/09/2023 0:00,16733.0
09/16/2023 0:00,16971.0
09/23/2023 0:00,18486.0
09/30/2023 0:00,18714.0
10/07/2023 0:00,18678.0
10/14/2023 0:00,19093.0
10/21/2023 0:00,19592.0
10/28/2023 0:00,19736.0
11/04/2023 0:00,19838.0
11/11/2023 0:00,21447.0
11/18/2023 0:00,22792.0
11/25/2023 0:00,22113.0
12/02/2023 0:00,25339.0
12/09/2023 0:00,26680.0
12/16/2023 0:00,27401.0
12/23/2023 0:00,28391.0
12/30/2023 0:00,27737.0
01/06/2024 0:00,26775.0
01/13/2024 0:00,26301.0
01/20/2024 0:00,24051.0
01/27/2024 0:00,24064.0
02/03/2024 0:00,25496.0
02/10/2024 0:00,25159.0
02/17/2024 0:00,24206.0
02/24/2024 0:00,24522.0
03/02/2024 0:00,23687.0
03/09/2024 0:00,23804.0
03/16/2024 0:00,22538.0
03/23/2024 0:00,20706.0
03/30/2024 0:00,20299.0
04/06/2024 0:00,21109.0
04/13/2024 0:00,20280.0
04/20/2024 0:00,19162.0
04/27/2024 0:00,19045.0
05/04/2024 0:00,18745.0
05/11/2024 0:00,18784.0
05/18/2024 0:00,19080.0
05/25/2024 0:00,18975.0
06/01/2024 0:00,17318.0
06/08/2024 0:00,16917.0
06/15/2024 0:00,16317.0
06/22/2024 0:00,15964.0
06/29/2024 0:00,15098.0
07/06/2024 0:00,14757.0
07/13/2024 0:00,15312.0
07/20/2024 0:00,14829.0
07/27/2024 0:00,15744.0
08/03/2024 0:00,15103.0
08/10/2024 0:00,15612.0
